video_id,category,video_duration,channel_id,country,dialect,gender,transcript_duration
MlkgwIMUty4,['Howto & Style'],86,UCL27oWaffjCRG4c6q0HBC2A,UNK,MSA,Male,68.52799999999999
XUQMLX7OZWo,['People & Blogs'],605,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,517.0133333333335
TPYMKXXsV80,['People & Blogs'],251,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Male,206.87111111111113
uKBBoJplMQg,['People & Blogs'],157,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Syria,Female,118.2577777777778
_qpfT4-HoBE,['People & Blogs'],245,UCSky_qvTeoO-c4AHsUSLxWw,DZ,MSA,Male,173.72444444444446
sq_TyWm-VcM,['Education'],235,UC1V77oMv84OghtCnPUynudg,UNK,MSA,Male,98.95111111111108
tds6d1KrpO4,['Education'],55,UC4TNNcSP_lbqIA4hifBV18Q,MA,MSA,Female,34.75555555555556
d92Z4WERPYo,['Entertainment'],457,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,375.32444444444457
vkb5ZGehyaQ,['People & Blogs'],321,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Female,244.3004444444444
X955t6nRGLU,['Education'],208,UCj4VaTMg6WVrOA4SIXtZxxQ,SA,MSA,Male,179.65866666666676
j9DSGDvdivU,['Education'],1319,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,1162.1422222222222
OYpLmesgB7A,['People & Blogs'],318,UCL-6HAx3MFwVyBQu4XqQv1Q,SA,MSA,Male,248.1066666666668
pVv1ObvoR0A,['Entertainment'],290,UCuszpW3R5VXhUHwFqwjV7jQ,YE,MSA,Male,206.57155555555562
iahbuenaCh8,['Travel & Events'],982,UCnj8VhMd7b2x3k59_vwe4TQ,EG,MSA,Male,861.5644444444438
p1RXDFRxPaA,['Entertainment'],205,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,143.1822222222222
eypdgZqnAK8,['Education'],1714,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1494.666666666668
_UyWM7lT0yM,['News & Politics'],86,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,70.98666666666666
bdNKUZiMo34,['Science & Technology'],49,UCgnxoUwDmmyzeigmmcf0hZA,US,MSA,Male,42.07911111111111
99brsEqZXrw,['Music'],194,UCWIdqSQekeGmUWlSFeCiEnA,FR,MSA,Both,140.87111111111113
c1k8OmaOYbg,['Education'],61,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,41.333333333333336
6-xKzAaYOKY,['Entertainment'],370,UC5hQOOQ7atQ9ZX57eZ_FHgw,SA,MSA,Male,236.65777777777768
cYVBftqdOEQ,['Education'],613,UC3KGR_wGSNuOozXe7qxEV-A,ES,MSA,Male,330.1333333333332
B8tDlHVkQV4,['Education'],717,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,620.0888888888887
cYFhSfcV-Ck,['Education'],166,UCOOAWOh8iRJId3GgU3eqJGA,LB,MSA,Male,120.08888888888893
cloD3eO5DxU,['People & Blogs'],482,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Syria,Female,390.36444444444436
JGz6FlSjbTw,['People & Blogs'],232,UCnVGseMUtv2yFNC-dQ2JdSw,QA,MSA,Male,181.3333333333333
1aiDLej_ZEM,['People & Blogs'],296,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Female,225.82222222222225
QqKPvbuC09g,['Education'],866,UCK7A46PGMtm3pGnveDRW72w,SA,MSA,Male,742.0897777777774
0Pp9OAVnSH4,['Travel & Events'],1051,UCsL1LiLl2UfdKBD_QUDfgaA,SA,MSA,Female,921.8337777777774
kzPR2WvfKMQ,['Nonprofits & Activism'],127,UCLiWQk8JzhNRcNiDKk4dpaw,UNK,MSA,Male,48.048
FeBsgiHgWSI,['Education'],60,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,47.71555555555555
hdQkBk_DgJU,['Film & Animation'],313,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,264.1422222222223
wkPX4P_cZq0,['Nonprofits & Activism'],510,UCgFRkXHwKbPN332qosOqiVQ,EG,MSA,Male,441.40444444444427
h0SIKwV8Jv0,['Travel & Events'],669,UCsL1LiLl2UfdKBD_QUDfgaA,SA,MSA,Male,514.4488888888889
aJX2hPbsWic,['Education'],2086,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1821.7777777777758
PuHKL0pJn6E,['Education'],225,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,194.8088888888889
g9kIobwhmEE,['Education'],45,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,35.09333333333333
ib1At3okWXo,['Education'],73,UC5hQOOQ7atQ9ZX57eZ_FHgw,SA,MSA,Male,57.92
VE4fiM4Mb_I,['People & Blogs'],173,UCQ2uKU4G9cIAD8REDoauxNw,UNK,MSA,Male,101.22666666666666
1eCrb5U3Fkk,['Travel & Events'],378,UCsL1LiLl2UfdKBD_QUDfgaA,SA,MSA,Female,320.37333333333333
Dm9ZPFvYKOs,['Education'],637,UCM7ksqsk1g1SV43AUd1Xpiw,EG,MSA,Male,397.03555555555573
NGZSJg1QaKQ,['People & Blogs'],182,UCqGCCK_O49juAjTRf3qloTg,DZ,MSA,Female,67.34222222222222
XL_13awBX7s,['Howto & Style'],356,UCmaytXMSTXVgg95j0NPWilQ,EG,Egypt,Female,223.96444444444438
OWACWPwJYxo,['Education'],106,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,89.67999999999998
GK7w1VLCdHU,['People & Blogs'],357,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Syria,Female,276.01777777777767
qp9YOjQpNgg,['Film & Animation'],601,UCvr9YT7AwMTxKDqou3e_OUQ,TR,MSA,Both,320.14222222222224
VOkm6J5nNXg,['Education'],2944,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,2474.9413333333323
Skj8EHrDJtA,['Science & Technology'],56,UCjbEAXhy8db1GD4UmqTiX-Q,EG,MSA,Male,44.19555555555557
gFAdL_tAKng,['News & Politics'],97,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,78.8622222222222
9nU-1MdyeJ0,['Education'],267,UC-fT6wIb2N5-fZexR_eBRyA,EG,Egypt,Male,219.16444444444446
QHS9blep4Pg,['Entertainment'],221,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,168.14222222222222
UcAW7tXefgc,['Education'],2295,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,1997.244444444444
DPsM0-aAogU,['Pets & Animals'],27,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,20.248888888888885
RUfbuAEeigc,['News & Politics'],73,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,59.76888888888888
RLREltLY43c,['Education'],76,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,60.21333333333334
8goF_dRC-Es,['Education'],607,UCHxy2iJRdSe4Vsj3nWt7DcQ,EG,Egypt,Male,435.1644444444442
4XjBabzAowg,['People & Blogs'],411,UCSky_qvTeoO-c4AHsUSLxWw,DZ,MSA,Male,309.5466666666666
xeb3M4_visw,['People & Blogs'],318,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Male,269.2444444444445
h-jwJBwimq4,['Education'],260,UC1V77oMv84OghtCnPUynudg,UNK,MSA,Male,200.81777777777768
hxwQPsss1oY,['Education'],428,UCHxy2iJRdSe4Vsj3nWt7DcQ,EG,Egypt,Female,305.35111111111087
MYVaQdUMohw,['People & Blogs'],150,UClpx3Wo_sJ-M0rrXOKlnSRA,MA,MSA,Female,105.40444444444445
fjHiehxj-aI,['Film & Animation'],346,UCYpC0nU_Ol24jcFCohVU-Tw,DZ,MSA,Male,248.49777777777786
IXLDVNslEpw,['Entertainment'],337,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,268.2133333333333
ZqTzq8SunOk,['News & Politics'],327,UCnVGseMUtv2yFNC-dQ2JdSw,QA,MSA,Female,262.4355555555556
GSzaECKJp8M,['Howto & Style'],237,UCL27oWaffjCRG4c6q0HBC2A,UNK,MSA,Male,201.53333333333327
TD1JFEYocok,['Education'],33,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,24.44444444444445
MJUXdcZASOs,['People & Blogs'],111,UCSky_qvTeoO-c4AHsUSLxWw,DZ,MSA,Male,72.10666666666667
pVAqTbgKtXo,['Travel & Events'],593,UCnj8VhMd7b2x3k59_vwe4TQ,EG,MSA,Female,414.5608888888889
rXNQKHj7918,['Film & Animation'],212,UCGbIR9SwByUdLHaqRWGtdmA,US,MSA,Male,139.14933333333335
cmf5QG-S0WE,['Education'],229,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,172.5688888888889
DEC9-EYJ_Cg,['Travel & Events'],602,UCsL1LiLl2UfdKBD_QUDfgaA,SA,Saudi Arabia,Female,478.83555555555563
asXvr5ljIp4,['Education'],339,UCj4VaTMg6WVrOA4SIXtZxxQ,SA,MSA,Male,289.7777777777778
QtOKYXr7Jds,['Travel & Events'],295,UCnVGseMUtv2yFNC-dQ2JdSw,QA,MSA,Female,208.25777777777776
5TcYirflgNE,['Education'],526,UCbvwLzU45wgAHOqXRQoC11A,EG,MSA,Male,464.9066666666664
lXl7tUcxbkA,['Education'],48,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,31.448888888888888
okSfmmKcEOs,['Education'],417,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,320.4977777777778
TYIE0Gx1z80,['People & Blogs'],796,UCWg4b0qHPGP4C8HN2GlA5LA,KW,MSA,Male,488.41866666666664
Zo7Iz3n0-Dg,['Entertainment'],320,UC5hQOOQ7atQ9ZX57eZ_FHgw,SA,MSA,Male,186.82666666666657
KdUXgopKcgU,['News & Politics'],106,UCnVGseMUtv2yFNC-dQ2JdSw,QA,MSA,Male,56.711111111111094
3WG9frylcok,['Education'],1674,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1490.2222222222204
9BBgTE8CIXE,['Entertainment'],171,UC7SRxe5_QslmdmdV_zuzXUg,JO,MSA,Male,42.471111111111114
SNdMEqoZXSg,['Education'],295,UCLNvTMlOUxyAyIrlj1nlFiA,BH,MSA,Male,243.69333333333336
XbRAGFfv06c,['Education'],256,UCXvgBTDHlCowFXsdcr_WqjQ,IL,MSA,Male,184.4088888888889
iVT7ku_H14c,['People & Blogs'],216,UCqGCCK_O49juAjTRf3qloTg,DZ,MSA,Female,61.22666666666667
k0EC0yzdfyI,['Education'],113,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,85.6711111111111
H9rQY5FvTmE,['Entertainment'],407,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,329.3511111111111
L6ny5RwxqZc,['Nonprofits & Activism'],1030,UCgFRkXHwKbPN332qosOqiVQ,EG,MSA,Male,858.7377777777778
xN_LVHgbwVI,['Education'],214,UC1V77oMv84OghtCnPUynudg,UNK,MSA,Male,152.87111111111108
pt9As5Gkjas,['Entertainment'],174,UCDL3xuHlK1paxPzXuFF3WDA,UNK,MSA,Female,122.16888888888893
bcU5Ix9MhgM,['Entertainment'],218,UCgbAh2TtJgKH97-TGM6FY6A,EG,Egypt,Male,74.27911111111112
UCY1Wm1Ikks,['Education'],758,UCj4VaTMg6WVrOA4SIXtZxxQ,SA,MSA,Male,670.0711111111108
th7hIHyqvRQ,['Education'],1724,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,1498.1333333333332
xyZHERPhXbI,['Education'],221,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,180.8
XbmufaLBviA,['Film & Animation'],359,UCYpC0nU_Ol24jcFCohVU-Tw,DZ,MSA,Male,295.0995555555556
PBybBYPpSjY,['People & Blogs'],364,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Female,294.33777777777783
jfCFDOyw09M,['Education'],608,UCHxy2iJRdSe4Vsj3nWt7DcQ,EG,Egypt,Female,482.70222222222236
XuJG2mMF4zQ,['Education'],14,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,12.444444444444445
nEA-FDSgJgA,['Education'],14,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,9.102222222222222
6tzV2klm6c8,['Education'],227,UCs4nVKi0Wnol768fk4MfnfA,SA,MSA,Male,164.19555555555553
poiBVJOvNzo,['Entertainment'],2621,UC2EJXBsWR_5BTCy6R4kIO3A,QA,MSA,Male,270.68444444444447
UPEbkv3LfTc,['Education'],159,UCkrBPz4MchfgJBe3pNMIykg,BH,MSA,Male,140.9777777777777
WvetPojdRBs,['Education'],115,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,86.63111111111107
5RgDRLLVzNw,['People & Blogs'],618,UCWg4b0qHPGP4C8HN2GlA5LA,KW,MSA,Male,385.95555555555563
W6IB6LC-i0g,['News & Politics'],95,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,78.09777777777778
eAIRci-Fw7o,['Film & Animation'],210,UC3bZNgVPRAxTfGk4jNrIeug,IT,MSA,Female,84.62222222222222
d46k7kosUHk,['Education'],41,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,29.08444444444445
Fx1XZYTTba0,['Entertainment'],421,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,341.6533333333333
PSLBV7YlAWA,['News & Politics'],93,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,77.29777777777777
f0E3LQ8HBL0,['Education'],206,UCx9X-PL8pDFIzUFu5EAXAqw,UNK,MSA,Male,175.1288888888889
f10BqxWlAl8,['Entertainment'],586,UC-xMMM4t_lRdczClvDQRLTA,EG,MSA,Male,419.7866666666668
kO1aVnLIGaQ,['Education'],257,UCXvgBTDHlCowFXsdcr_WqjQ,IL,MSA,Male,187.46666666666667
EpJb1QaWgZ4,['Film & Animation'],169,UCP8-wtdMjoRvxJYbdyjAo7Q,EG,MSA,Male,142.57333333333332
Iv4tkNyY5hE,['Education'],230,UCBXqqeaEuEW421qTymT55Fw,TN,MSA,Male,147.73333333333332
zW9Rx3l3fVE,['Education'],71,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,3.6266666666666665
Y7Eb1vkYDf0,['Entertainment'],249,UCmPewyRq8eJF9qeKjO5TGmA,DE,MSA,Male,205.30222222222213
FFIgTppBGDw,['Education'],37,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,26.18666666666667
2WL4d0Otres,['Education'],1787,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1571.5555555555566
xfDyoS-OFGE,['Education'],425,UC5hQOOQ7atQ9ZX57eZ_FHgw,SA,MSA,Male,354.0977777777777
0DlP9VisizI,['People & Blogs'],371,UC3KGR_wGSNuOozXe7qxEV-A,ES,MSA,Male,305.49333333333334
lG3MnPAvmr8,['Film & Animation'],104,UCwzfz8LZn8gM7r6OYLvy6vw,AE,MSA,Both,59.50222222222222
fwO_igP1rh4,['People & Blogs'],246,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,178.29333333333335
C-TRt5vIwPk,['Howto & Style'],169,UCn4TSyP5BnZnTgoeIyLh3Zw,EG,MSA,Female,129.91555555555556
1bYEpfufuik,['Education'],82,UC7naRnmAOTwDPu738W2SljQ,TR,MSA,Male,64.47822222222223
l1cn4zom7jk,['People & Blogs'],301,UCdZHADtuHbv1lfhctgZk8-Q,LB,MSA,Male,11.893333333333334
hnSwH9IAIS0,['People & Blogs'],486,UCahYlNszeMy_PHffYvgAOHg,JO,MSA,Male,373.7333333333331
MtcjK0fhhaQ,['Howto & Style'],788,UCjhHkZdisyyY4BEes2TiBUw,EG,MSA,Female,649.1911111111108
SeBIPmKW0Ss,['Education'],301,UC5hQOOQ7atQ9ZX57eZ_FHgw,SA,MSA,Female,241.54666666666665
SGYlcEA9aM4,['Entertainment'],442,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,360.3377777777778
pUn8-O8yzro,['Science & Technology'],70,UC16RqtcbXZUE0mMoBZzgJ9g,NL,MSA,Male,52.16355555555555
nzVufzWpAD0,['Education'],408,UCFF89SxMK9B7pKGqN1jQ_og,SA,MSA,Female,316.65777777777777
QdQBAZ1QA8w,['Education'],197,UCAXU9P5xDWa4xZboXm_5c0g,IQ,MSA,Male,154.59555555555556
UJJBCDiWty0,['Nonprofits & Activism'],1339,UCdAnnrdcG0t8x1qDjVgaIfQ,SA,MSA,Male,1123.9848888888894
80RPSV4vj0A,['People & Blogs'],189,UCl3nMSWrD-z4g8a5yuvCurw,UNK,MSA,Male,130.66666666666669
apJsPsYlEHg,['People & Blogs'],283,UCBXqqeaEuEW421qTymT55Fw,TN,MSA,Male,200.21333333333337
p28D3aglUxk,['Nonprofits & Activism'],109,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,76.16
-5-_4zRyeuQ,['Education'],13,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,11.164444444444444
CgHW45XY2OM,['People & Blogs'],393,UCl3nMSWrD-z4g8a5yuvCurw,UNK,MSA,Male,332.42755555555567
TStjo1Gge9M,['Education'],257,UCXvgBTDHlCowFXsdcr_WqjQ,IL,MSA,Male,199.42577777777785
qUujX74xUco,['News & Politics'],76,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,59.96444444444442
yVC8I4QzauY,['Science & Technology'],293,UCZ8xeDc7bWikIGAdbAVbM0A,UNK,MSA,Male,237.22666666666663
VNm-VeaqWJQ,['Education'],30,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,18.613333333333333
CwCOymDnUCE,['Film & Animation'],793,UCM7ksqsk1g1SV43AUd1Xpiw,EG,MSA,Male,603.6266666666669
XGx4y_9nTc8,['Film & Animation'],268,UCGbIR9SwByUdLHaqRWGtdmA,US,MSA,Male,210.98666666666668
58P5NtiQr3U,['Education'],240,UCBXqqeaEuEW421qTymT55Fw,TN,MSA,Male,156.28444444444446
pbglCz_Vt8I,['Howto & Style'],1036,UCmaytXMSTXVgg95j0NPWilQ,EG,Egypt,Female,618.9688888888887
6IsouH42WGw,['Education'],242,UCKJkwutGdATNF2aT5cZU2ww,TR,Turkey,Male,101.7422222222222
oaUcVLEev4I,['Education'],22,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,19.111111111111114
Qp1GeLjzDOY,['People & Blogs'],1190,UCTRGcT1KQVoQA1vdNLlbjhw,KW,MSA,Male,922.3120000000004
LIFIVBNU0Tc,['People & Blogs'],786,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,662.9466666666667
uMnW_Dxy3ko,['Education'],84,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,58.68266666666667
JVm-MpqZdIs,['Education'],574,UCRatOGQRhaijTIYYu0h8QnQ,YE,Yemen,Male,467.40888888888895
jORPAK8WadQ,['Film & Animation'],942,UCYpC0nU_Ol24jcFCohVU-Tw,DZ,MSA,Male,759.6133333333332
uhJmEUsVZOY,['News & Politics'],102,UC-4KnPMmZzwAzW7SbVATUZQ,UNK,MSA,Male,69.33155555555554
si6eafbS2zs,['People & Blogs'],260,UCfyB5YPHzxfT8oa82KnGUlw,BH,MSA,Male,161.8622222222222
seJJlV5829M,['News & Politics'],95,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,78.66666666666667
wsAcA117JuQ,['Film & Animation'],526,UCvr9YT7AwMTxKDqou3e_OUQ,TR,MSA,Both,199.78666666666663
0nlpfBQHNwI,['People & Blogs'],771,UCIKJa3Rg5Tb3NJ0dYyVZ-hQ,IN,Jordan,Male,655.0933333333332
9VeU5aBAD_g,['Education'],734,UCu1AOFVJx5nvhGbo8EmAKHg,TR,MSA,Male,509.15555555555534
h7T9CDKJOEY,['Education'],157,UCAXU9P5xDWa4xZboXm_5c0g,IQ,MSA,Male,138.59555555555556
oMvj4qic7Ec,['Nonprofits & Activism'],69,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,45.49333333333333
MBPR3ZvpxBE,['Pets & Animals'],14,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,10.862222222222226
fkKcGt33zZ4,['Film & Animation'],56,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,43.804444444444464
VT01_4OU2m4,['Howto & Style'],618,UCjhHkZdisyyY4BEes2TiBUw,EG,MSA,Female,491.9288888888889
BmhRfsDifbI,['People & Blogs'],402,UChRlLqUi_3XYwRJyPncWh-Q,TN,MSA,Male,341.24444444444464
5_Mgn0JNUJg,['Entertainment'],405,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,327.3066666666667
LjdeL-yVQKA,['Entertainment'],311,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,232.0711111111111
eb41eqjEL9o,['Education'],146,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,110.2577777777778
m3NTIVr0nvM,['Education'],322,UCj4VaTMg6WVrOA4SIXtZxxQ,SA,MSA,Male,282.9386666666667
LLMcgfJTTi8,['Education'],2498,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,2217.155555555556
_mnZj78KE0M,['Education'],55,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,41.24444444444444
OYWGqc5WNvs,['Education'],80,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,57.47555555555554
g9wzk5PAQfA,['Nonprofits & Activism'],1315,UCdAnnrdcG0t8x1qDjVgaIfQ,SA,MSA,Male,1102.5546666666667
Hvn_4NnGtNI,['Nonprofits & Activism'],56,UCuBSAz3cBpk6zoeHk5p80vg,UNK,MSA,Male,43.34666666666667
VXPdSw3EzpI,['Education'],14,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,7.271111111111113
MWSDdM7Saik,['People & Blogs'],294,UCl3nMSWrD-z4g8a5yuvCurw,UNK,MSA,Male,232.87822222222226
H2knrJdCx2w,['Education'],291,UCIKJa3Rg5Tb3NJ0dYyVZ-hQ,IN,Jordan,Male,245.54222222222228
Oz6hfQb3ico,['Education'],205,UColjWvzOxaDiU74l_Nos9Vg,UNK,MSA,Male,177.49333333333337
9YpcgcNrbSg,['People & Blogs'],1359,UCn84mm2chcVzNpSoOP7mSkg,GB,MSA,Male,76.3111111111111
cZeYjTheX4w,['Science & Technology'],125,UCZ8xeDc7bWikIGAdbAVbM0A,UNK,MSA,Male,95.11111111111113
-svnsZFnfFI,['Education'],451,UCM7ksqsk1g1SV43AUd1Xpiw,EG,MSA,Both,255.28266666666661
PGUy1nQZmsc,['Education'],243,UC1V77oMv84OghtCnPUynudg,UNK,MSA,Male,168.12444444444446
dX6AkyyOe6A,['Education'],235,UCBXqqeaEuEW421qTymT55Fw,TN,MSA,Male,174.68444444444447
pUnwTIqb4Zw,['People & Blogs'],2496,UCahYlNszeMy_PHffYvgAOHg,JO,MSA,Male,1956.7102222222213
4rkzwnLY9hs,['Film & Animation'],1268,UCGbIR9SwByUdLHaqRWGtdmA,US,MSA,Male,635.0044444444447
D0wuSMNuhgk,['People & Blogs'],317,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Female,268.65777777777777
IyjP5NeRiWg,['Education'],131,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,95.41333333333333
ebDWmJdpTpo,['News & Politics'],70,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,56.14222222222222
wWv94hTLAo0,['Film & Animation'],183,UCEg4_mU2CqqtQxWwzL_uh-w,QA,MSA,Male,149.57777777777778
QIxTK9Cn5aw,['Film & Animation'],175,UCGbIR9SwByUdLHaqRWGtdmA,US,MSA,Male,128.16444444444446
Ems-00cm1tY,['People & Blogs'],120,UCl3nMSWrD-z4g8a5yuvCurw,UNK,MSA,Male,89.26222222222219
5rwO98FfNwo,['Howto & Style'],282,UCn4TSyP5BnZnTgoeIyLh3Zw,EG,MSA,Female,221.34222222222226
zUdYcI80i34,['Entertainment'],261,UC6KV87xkdEsS-fJVIpztUow,EG,MSA,Female,200.0
mL6dlCMXF8Q,['Pets & Animals'],29,UCr-uoB6NCvnRffWkNHddQXA,MA,MSA,Male,21.066666666666666
djJdERZQkZA,['Education'],97,UClIjKh_JzA8Vgr0v6UqwdPQ,AT,MSA,Male,71.04000000000002
7dLDJmGqtZ0,['Education'],43,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,30.18666666666667
M4WddGEbvug,['People & Blogs'],247,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Lebanon,Female,187.36000000000004
_aa1PR-iLzE,['Education'],234,UCXvgBTDHlCowFXsdcr_WqjQ,IL,MSA,Male,55.2711111111111
fdaMrzB_5yw,['Education'],61,UC7naRnmAOTwDPu738W2SljQ,TR,MSA,Male,50.468444444444465
Y2fK8ytbUAI,['Education'],126,UCkwx5CEFv41guruDiNzw3Cw,UNK,MSA,Male,102.27555555555556
vwU1yPqZGZ0,['Education'],25,UCngY1dGAfuUIQVhWUx_Rulw,UNK,MSA,Male,17.24088888888889
J6U2yFEZHpY,['News & Politics'],120,UCnVGseMUtv2yFNC-dQ2JdSw,QA,MSA,Male,98.48533333333332
G-CJStOryeA,['Travel & Events'],738,UCsL1LiLl2UfdKBD_QUDfgaA,SA,Saudi Arabia,Female,620.8177777777778
ESJAMf5Gc_c,['Science & Technology'],186,UCa7lQu3RM6p88h4KOfTpqWA,MA,MSA,Male,133.35111111111107
