video_id,category,video_duration,channel_id,country,dialect,gender,transcript_duration
wVN6uE9a1W0,['Howto & Style'],143,UC1WKcnMr4eY7FTKbPmlt_RA,DZ,MSA,Male,86.8622222222222
bZ2vWsMj7zs,['Travel & Events'],326,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,226.64177777777766
jZvguVLevRA,['People & Blogs'],1087,UCTRGcT1KQVoQA1vdNLlbjhw,KW,MSA,Male,813.4266666666666
ajBecGB1_ls,['Science & Technology'],355,UCLQfjaLnZhDvjG-ajaeF9Qw,SA,Morocco,Male,219.59555555555542
H7fWOiOSrmQ,['News & Politics'],230,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Algeria,Both,110.64888888888883
92P5rl2GnUQ,['Entertainment'],699,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,9.28
QVa5HFlvzhs,['People & Blogs'],127,UCHWFYzS1mydWw8VFSOETL4Q,TN,Tunisia,Male,109.65333333333332
cVQbxvERZqg,['Education'],743,UCAXU9P5xDWa4xZboXm_5c0g,IQ,MSA,Male,355.6266666666667
A2FGk-0hgaw,['People & Blogs'],258,UCXBYKrvDF8gBYBVW4BGO8Aw,JO,Jordan,Male,196.78222222222226
93xKObI6aHw,['Film & Animation'],290,UC87oxG2pb9tdDkeTPBfaE0A,UNK,MSA,Male,231.71555555555562
l8JUS-8TlOM,['Education'],2558,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,2254.2222222222267
5hngAjRcIkk,['Entertainment'],875,UCZdXCDG3MVIMeezeefHmW4A,SA,Saudi Arabia,Male,483.83555555555563
LEeX2CuC-ZU,['News & Politics'],614,UCelk6aHijZq-GJBBB9YpReA,GB,Egypt,Male,209.45777777777786
qaADeWNIaiI,['Film & Animation'],109,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,65.31555555555556
uGCtv6JrqxM,['Education'],759,UCdpXeLK1JPWa22pHA-DS-2g,IQ,Iraq,Male,461.4044444444442
1i4ZvMz-S4g,['Film & Animation'],141,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,91.37777777777778
tc4QXfFAw0o,['Howto & Style'],286,UCdW3Kc3GOjJYlYLRMyQfYsQ,TR,Saudi Arabia,Male,212.9244444444444
EGvt09bhR8A,['Entertainment'],125,UCezzgfySwb2mDAQn8OakGSg,LB,Lebanon,Female,100.19555555555552
nDPc4nEKzNk,['Entertainment'],467,UCYJye5D4xXhDptsbxc7-mBQ,SA,Sudan,Male,286.93333333333334
nzcmJcxg5JU,['People & Blogs'],125,UCQ2uKU4G9cIAD8REDoauxNw,UNK,MSA,Male,89.80266666666668
5XxUoBf4sEI,['Comedy'],402,UC5p0FTpOleZUc87YVJ8VX-g,UNK,Saudi Arabia,Male,16.444444444444443
I7f_9w4G5_E,['Entertainment'],123,UCJYtv9bkss4To28xMvjIBgw,SA,MSA,Female,60.5511111111111
L070lW5Y-9M,['People & Blogs'],206,UCWg4b0qHPGP4C8HN2GlA5LA,KW,MSA,Male,22.222222222222207
UJ1j5OyHGqI,['Travel & Events'],919,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,620.8888888888895
oFsL2HFoM20,['People & Blogs'],176,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Tunisia,Female,77.0151111111111
YfWWX1s_-kw,['Entertainment'],199,UCoz74vcruusxrRx4W84eBuA,LB,Lebanon,Female,114.86666666666665
FKivWX6sNMU,['Education'],108,UCngY1dGAfuUIQVhWUx_Rulw,UNK,MSA,Male,94.93333333333337
ViwIkbZPigY,['People & Blogs'],513,UC60vgArHd1npXFTVGIQAUJA,SA,Saudi Arabia,Female,309.3635555555556
Ud4UiVWleYA,['People & Blogs'],437,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Multiple,Both,264.92444444444453
OAnVX6bmOCY,['People & Blogs'],2442,UCOdiCU5oyhE6OTYTY8UawMg,SA,Egypt,Both,75.66666666666666
Xda2kw6AG6s,['People & Blogs'],134,UCXnD-Pb3JJqcOeU8O8B6Opg,UNK,Jordan,Female,1.7777777777777777
EntJxFZe2DU,['Entertainment'],76,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Male,38.933333333333344
eschoM35yWw,['People & Blogs'],134,UCJbrYikmhm0N9jkWK39uc0Q,SD,Sudan,Male,92.14222222222223
4BEq9M93m3g,['People & Blogs'],801,UCuLR4dh8_06LH858SLdMy2g,DE,Lebanon,Female,711.7475555555556
dgFEgE5jSIA,['Education'],145,UCRALvUy1162YDJZk_uO9ayQ,AE,Pakistan,Male,90.3342222222222
PM5SEtoS-NU,['People & Blogs'],1562,UCLOXkeB6lLqjmqngg5uM2CQ,MA,MSA,Male,722.7911111111107
9zBPQU7ybxc,['Education'],72,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,45.8
VFOBTLBplRs,['Film & Animation'],279,UC-fT6wIb2N5-fZexR_eBRyA,EG,Egypt,Female,232.7111111111111
q03kcB4k74E,['Entertainment'],217,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,37.54666666666667
0bLICgEYuAo,['Science & Technology'],69,UCgnxoUwDmmyzeigmmcf0hZA,US,MSA,Male,57.688
LtahdxH55GE,['Education'],420,UCq1vxPypmYCBaH_dC6o8nqA,EG,Egypt,Male,348.87111111111125
sAXZ-G2LbDA,['Travel & Events'],417,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,254.17777777777766
7RiRRUOfDlc,['Gaming'],1622,UCTDx8LiYqyCG5lXCnbivWuw,IQ,MSA,Male,150.56
BaKRSKEv-Aw,['Howto & Style'],774,UCdZHADtuHbv1lfhctgZk8-Q,LB,MSA,Male,16.124444444444443
SPFMHScGFg0,['People & Blogs'],73,UCjRKBYmLqdJLt8dgjYAOaBA,SA,Syria,Male,0.0
jOltfdxgriw,['Entertainment'],116,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Female,66.79111111111109
qpedEmOKmXg,['People & Blogs'],84,UCCh7e70DcwefJVuA2ta76Sg,EG,Egypt,Male,58.09777777777778
hhdV8aHpclo,['Education'],198,UCRALvUy1162YDJZk_uO9ayQ,AE,MSA,Both,105.31555555555555
sXzohkfgvqY,['Nonprofits & Activism'],85,UC1WKcnMr4eY7FTKbPmlt_RA,DZ,MSA,Male,43.41333333333334
2PQGtbwm5s0,['People & Blogs'],341,UCxyjdKE-YAl1WHpGVTf94fg,SA,MSA,Female,202.41777777777781
JsatsyEeQIM,['People & Blogs'],173,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Egypt,Male,83.91111111111111
5I0HMF4DDsQ,['Film & Animation'],69,UCmN1i-O8AI1Jvsig6lBE82Q,UNK,Egypt,Both,59.85777777777778
7BSUddgj4yI,['Education'],192,UCx6-ffH_C6o_XkedH5ApYdg,MA,Algeria,Male,27.542222222222208
sHSGUAsNEzc,['Education'],319,UCs6snOU_JwVCwZpMh-quGww,PS,MSA,Male,222.64177777777766
C-r8OhbxaRY,['Film & Animation'],123,UCcvreMByHk0HdYXnSjC7bVg,SA,Jordan,Male,40.87111111111111
iz1zTD1530Q,['Entertainment'],336,UCtAUHu0stm1w5Sw_m1CaIKw,SA,Saudi Arabia,Male,261.1022222222224
3JW6cRTjjv4,['Education'],335,UCq1vxPypmYCBaH_dC6o8nqA,EG,Egypt,Male,287.2133333333333
2ZeRu5VEM7Q,['People & Blogs'],79,UCPAvyHbqb4Ei7O2DGnmryPg,IQ,Iraq,Male,39.80444444444445
ePqef9rDWUY,['Education'],633,UCH9KjOnNooKaD3Hyz0JzgTg,UNK,MSA,Male,399.88088888888916
YGn5_vu6SnY,['Education'],172,UCMkgz4L22HV3e-1yy9zlYPg,AT,MSA,Male,131.71111111111108
nOcs3qDBjrk,['Entertainment'],104,UCezzgfySwb2mDAQn8OakGSg,LB,Lebanon,Female,77.40444444444442
KwZPELpgJLQ,['News & Politics'],235,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Egypt,Male,137.99111111111108
-M5F4Jo-O4o,['Film & Animation'],212,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,146.80888888888887
GX7P75csLrU,['Education'],59,UC3U1h3JuBRmIouA4jcsBdew,YE,Egypt,Male,52.444444444444436
UoJTs54rMGQ,['Howto & Style'],179,UCJtzUVDMncOk0Kheqc4ofLQ,YE,MSA,Male,118.68711111111112
U82klizeTdw,['Howto & Style'],326,UC60vgArHd1npXFTVGIQAUJA,SA,Saudi Arabia,Female,180.74222222222213
25dZMcXuqQ0,['Film & Animation'],201,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,127.59111111111113
wXEKoKeAJWs,['Entertainment'],51,UCxXz36zMGLIhWdZa_93f2Hw,JO,Jordan,Male,36.54666666666667
Th1XQ7iJ3rY,['Education'],647,UC3KGR_wGSNuOozXe7qxEV-A,ES,MSA,Male,549.9199999999998
xdN8WIX6Tl0,['People & Blogs'],60,UCuLR4dh8_06LH858SLdMy2g,DE,MSA,Female,52.903999999999996
7IBViHIRC1c,['Film & Animation'],44,UCmN1i-O8AI1Jvsig6lBE82Q,UNK,Egypt,Both,31.235555555555557
4oCqMxILCW0,['Entertainment'],319,UCELlD73qXNSLer89raz-nKA,EG,MSA,Male,199.95111111111112
f9rp_901WAo,['Howto & Style'],998,UCmaytXMSTXVgg95j0NPWilQ,EG,Egypt,Female,590.24
VUdC7xyC8mk,['People & Blogs'],183,UC_Ds7nedV3NqYf0zhpYti4A,SA,Jordan,Male,118.88
AFm7bHO3vro,['People & Blogs'],601,UCe6eisvsctSPvBhmincn6kA,AE,Jordan,Male,184.58222222222213
pKq1nC5DS3o,['Travel & Events'],430,UCsL1LiLl2UfdKBD_QUDfgaA,SA,MSA,Male,324.1155555555556
uYebJlx_pB0,['Film & Animation'],38,UCEg4_mU2CqqtQxWwzL_uh-w,QA,Palestine,Male,20.248
D-klUUOxBvY,['Science & Technology'],103,UCXnD-Pb3JJqcOeU8O8B6Opg,UNK,MSA,Male,1.7777777777777777
7Wnk4rNLFps,['People & Blogs'],435,UCMnsS0onDu4KKLcDWGl3bWA,SA,Saudi Arabia,Male,232.64177777777786
aAsUPojBixc,['Education'],1585,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1385.3333333333344
j1QfimZKadc,['People & Blogs'],650,UCuLR4dh8_06LH858SLdMy2g,DE,Lebanon,Female,10.24
RwAlBGkbobg,['Film & Animation'],198,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,127.12888888888894
b_RdVqYSGYM,['Education'],103,UCdW3Kc3GOjJYlYLRMyQfYsQ,TR,Syria,Female,77.67999999999998
zuDJKRDKwUY,['People & Blogs'],276,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Morocco,Female,121.45777777777776
8OeUYe1jMeM,['Howto & Style'],46,UC4TNNcSP_lbqIA4hifBV18Q,MA,MSA,Female,26.808888888888887
Ju7xqwld9PY,['Science & Technology'],39,UCXnD-Pb3JJqcOeU8O8B6Opg,UNK,Jordan,Male,2.5422222222222217
--lLrhhJ3QA,['People & Blogs'],622,UCjxcF4A7pCyWsuJcZOymF_g,EG,Egypt,Male,27.11111111111111
miISZB2Y1AE,['Entertainment'],275,UC58HaLVvjxaeQXjFixTRxdQ,EG,Egypt,Male,225.70666666666665
082oGVCSg3M,['Education'],743,UCq1vxPypmYCBaH_dC6o8nqA,EG,Egypt,Male,628.8533333333335
29EGcHzPMXQ,['Education'],146,UClSR6-Fk9NMZAhRG5EZ58mA,EG,Egypt,Female,114.74311111111095
Yxs6P-1hpUo,['People & Blogs'],690,UCk5OZdnlhjc0DsZrnRUlIeQ,EG,Egypt,Male,446.8622222222222
OdogFyW9uro,['People & Blogs'],1254,UC5x_iOMdMIgFQXDf49s42LA,US,Egypt,Male,899.8222222222232
67mkkne1gEU,['People & Blogs'],217,UCUAeOFjBkKq8yeawcoCLSIQ,UNK,Morocco,Male,75.56444444444446
JTe-7cnWARo,['Film & Animation'],251,UCxyjdKE-YAl1WHpGVTf94fg,SA,MSA,Female,171.25333333333333
XSYTs0fB1J8,['Film & Animation'],205,UCcvreMByHk0HdYXnSjC7bVg,SA,Jordan,Male,138.4711111111111
gI6CHjMGWTM,['Education'],110,UCngY1dGAfuUIQVhWUx_Rulw,UNK,MSA,Male,84.60088888888889
b68_JypRgQY,['Gaming'],355,UCTDx8LiYqyCG5lXCnbivWuw,IQ,Iraq,Male,61.65333333333334
5rgj1IQEDQA,['People & Blogs'],458,UCEP0yHA8exEMtY7f_GtYfAA,CA,Jordan,Male,389.53777777777793
gs84B7sNWy4,['Film & Animation'],693,UCwzfz8LZn8gM7r6OYLvy6vw,AE,MSA,Both,414.82666666666654
tnDyzm1HnN0,['People & Blogs'],379,UCae04BMT_0cbHnFA3_XPdRQ,DZ,MSA,Male,11.253333333333336
UwDJ7Gxo4iw,['Film & Animation'],119,UCmN1i-O8AI1Jvsig6lBE82Q,UNK,Egypt,Both,82.39999999999998
oS6ymvk2P1s,['Science & Technology'],240,UCTDx8LiYqyCG5lXCnbivWuw,IQ,MSA,Male,50.062222222222225
mO55IotlJqY,['People & Blogs'],123,UCkt2A4st8CZl8ZHgDRCvNmQ,JO,MSA,Female,65.74222222222222
6De_uw31tks,['People & Blogs'],562,UCygOfCqymfZMrErVkcFo_aQ,SA,MSA,Male,485.95555555555563
y-S5JHG44sw,['People & Blogs'],234,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Egypt,Female,157.12000000000003
yrjnYrVkcpM,['Howto & Style'],831,UCdZHADtuHbv1lfhctgZk8-Q,LB,MSA,Male,20.84
A3jL1LNQmQg,['Entertainment'],869,UCELlD73qXNSLer89raz-nKA,EG,MSA,Male,752.7466666666669
S2TCpTDvDf8,['Howto & Style'],807,UCdZHADtuHbv1lfhctgZk8-Q,LB,MSA,Male,14.026666666666667
a_eDSj43dG0,['News & Politics'],310,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Jordan,Male,172.90666666666667
BgjtDQALysc,['People & Blogs'],208,UClpx3Wo_sJ-M0rrXOKlnSRA,MA,Morocco,Male,157.7733333333333
kRI9pmWnllk,['Education'],886,UCMM7pqZRzJIWk-YZiH5eKIg,AE,MSA,Female,631.7022222222222
y8wGPVPAxvs,['Film & Animation'],167,UCGbIR9SwByUdLHaqRWGtdmA,US,Lebanon,Male,115.57333333333334
Vh9dI-7-WJY,['Film & Animation'],73,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Male,60.60444444444444
QOt8ZHYClOg,['Entertainment'],230,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,20.977777777777774
kAlOWED-890,['Nonprofits & Activism'],239,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,175.55555555555557
7b1SPZSt0rI,['Education'],261,UCq1vxPypmYCBaH_dC6o8nqA,EG,Egypt,Male,218.75555555555562
RJ8bOFobDN8,['People & Blogs'],517,UCWyH-S-1cAToFlN5AFTGQaA,TN,MSA,Male,162.91555555555556
ApiXI6pzHmU,['Education'],672,UCj4VaTMg6WVrOA4SIXtZxxQ,SA,MSA,Male,589.5111111111107
ogmPOMbU6H4,['Entertainment'],311,UCAU8JhQDfpRsb2GhtIXp_cw,JO,Jordan,Both,233.95466666666675
1GHbn_wiOGM,['Entertainment'],186,UChOPyo-uWLVi5uO53mSBX-w,AE,Egypt,Female,134.0977777777777
dX5Fa35jgew,['Education'],2705,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,2399.822222222221
7x3ARrsDRoM,['Travel & Events'],60,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,46.471111111111114
eGyLl49acgk,['Entertainment'],378,UC-4KnPMmZzwAzW7SbVATUZQ,UNK,Kuwait,Male,223.04533333333336
OWvBFAE5DMg,['Film & Animation'],1303,UCYpC0nU_Ol24jcFCohVU-Tw,DZ,MSA,Male,1008.4933333333332
RnH7bsyQxZY,['Nonprofits & Activism'],167,UC1WKcnMr4eY7FTKbPmlt_RA,DZ,MSA,Male,109.76
Hp1kggNHlOQ,['Education'],501,UCsh9QVqjTw6twWy8pSQ8T3g,YE,MSA,Male,312.93155555555563
_m-B7P8RiOQ,['Film & Animation'],31,UCmN1i-O8AI1Jvsig6lBE82Q,UNK,Egypt,Both,21.24444444444445
0BC5xzjaPoI,['Science & Technology'],58,UCjbEAXhy8db1GD4UmqTiX-Q,EG,MSA,Male,38.933333333333344
IbyrPtU97y8,['People & Blogs'],467,UCh4tVr9X09Cq2o1u3JimzJQ,EG,Egypt,Male,352.2356111111112
254q6DBpyiI,['Nonprofits & Activism'],218,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,172.37333333333325
LSs-Sndd7rU,['People & Blogs'],139,UCmQJuL0AAj9E78a0SdmkdoQ,JO,Egypt,Female,88.1777777777778
HIHON71eX8E,['News & Politics'],99,UCnVGseMUtv2yFNC-dQ2JdSw,QA,Iraq,Male,41.244444444444454
Zzh8S5Zs_gw,['Film & Animation'],921,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Female,563.5022222222223
tSyC_7Z1an8,['Nonprofits & Activism'],1601,UCdAnnrdcG0t8x1qDjVgaIfQ,SA,MSA,Male,745.145777777778
YU0fQtdCHXs,['Nonprofits & Activism'],43,UC1WKcnMr4eY7FTKbPmlt_RA,DZ,MSA,Male,29.10222222222223
2oezqN-YAH0,['People & Blogs'],509,UCl0ePyvyY9vSmmVG_-Mdp0g,UNK,MSA,Male,415.34222222222223
D5YB9Lvxuzc,['Film & Animation'],124,UCBTKRUZ0I2yz4DqWX2t_gXA,SA,MSA,Male,61.446222222222225
moiU5UJTSYw,['People & Blogs'],585,UCOcSmHG6DLhBK-QQlFpTzuQ,EG,MSA,Male,500.56888888888886
H_6VkImgP3E,['Film & Animation'],174,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,129.92000000000002
CzONFtPvgz0,['Film & Animation'],243,UCGbIR9SwByUdLHaqRWGtdmA,US,MSA,Male,161.01333333333338
6PhpM8CV8bk,['Comedy'],241,UCIuhdZba2ipdYySlg8-1xsQ,KW,MSA,Both,180.3733333333333
ans1wR_V_zg,['People & Blogs'],313,UCqGCCK_O49juAjTRf3qloTg,DZ,MSA,Female,102.61333333333332
63XrdZcSDAo,['People & Blogs'],381,UCEP0yHA8exEMtY7f_GtYfAA,CA,Jordan,Male,255.94666666666663
Vd7bcPr4bX4,['Nonprofits & Activism'],290,UCWhDR-e0bGi_VSJ3TZGaejQ,IR,MSA,Male,190.06222222222226
tkgWgvjErFw,['Nonprofits & Activism'],55,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,32.97777777777778
0WyaNKSUets,['Film & Animation'],71,UCV0oxbmzgnbH7VolcEJjrRw,EG,Egypt,Male,31.75111111111111
yPcW33oQH3Y,['Film & Animation'],70,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Male,39.224888888888884
jKMz5tLkGKw,['Nonprofits & Activism'],121,UCldw52FzyIcYgOXASVlFxPA,JO,Jordan,Female,90.75555555555552
MteQlUQBqtc,['Education'],35,UCdW3Kc3GOjJYlYLRMyQfYsQ,TR,Syria,Female,21.28888888888889
hPPstKc_bYg,['Education'],1892,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1640.4444444444448
eBP-VsfwjsI,['Film & Animation'],171,UCGbIR9SwByUdLHaqRWGtdmA,US,Iraq,Male,118.59555555555555
FeNtpPIc9Zg,['Entertainment'],838,UCELlD73qXNSLer89raz-nKA,EG,MSA,Male,597.0844444444448
lmoOGhleyuo,['Entertainment'],124,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Both,58.66666666666667
LuIRPzx3XqM,['Howto & Style'],589,UCdW3Kc3GOjJYlYLRMyQfYsQ,TR,Iraq,Male,459.0711111111111
gAbGSdtKBo8,['People & Blogs'],84,UCCh7e70DcwefJVuA2ta76Sg,EG,Egypt,Male,61.47555555555557
RPkGs96Wub4,['Travel & Events'],584,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,381.5999999999999
FTAWnjF9MqU,['People & Blogs'],226,UCQ2uKU4G9cIAD8REDoauxNw,UNK,MSA,Male,120.3377777777778
oXDPBmDzlJ4,['Travel & Events'],240,UCLOXkeB6lLqjmqngg5uM2CQ,MA,MSA,Male,118.66666666666664
Icivw19BHSg,['Education'],122,UCdW3Kc3GOjJYlYLRMyQfYsQ,TR,Lebanon,Female,69.48888888888888
YgJrx2pnXkc,['People & Blogs'],133,UCCh7e70DcwefJVuA2ta76Sg,EG,Egypt,Male,99.71555555555555
QEICaZV6lP4,['People & Blogs'],257,UC8ZF2ZJnqmYJFl9pACYQUfQ,UNK,MSA,Female,218.51466666666656
6mrX8lxU9DQ,['People & Blogs'],341,UCQHvBq9TbkJT4gJMx1jxlEQ,GB,MSA,Male,292.248888888889
PDIs0iUmqY8,['People & Blogs'],705,UCuLR4dh8_06LH858SLdMy2g,DE,Lebanon,Female,11.733333333333334
aw1Z51USxT8,['Entertainment'],89,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Female,58.951111111111096
MPqiPVw7lxs,['People & Blogs'],271,UC8JDbZZ2JJ_hkaepn1jqpzQ,JO,Jordan,Male,194.95111111111112
l8AHDGSguGM,['Travel & Events'],611,UCnj8VhMd7b2x3k59_vwe4TQ,EG,MSA,Female,442.296
VpJvGYRUKV4,['Film & Animation'],376,UC3FJBdOMqw5nKqvDsy70k3A,UNK,MSA,Male,37.6
ObuwViYXoFM,['Nonprofits & Activism'],85,UCxNDkYrbFOY36rWPFVvZw0Q,UNK,Egypt,Male,70.46577777777777
rPT4TSdeOv0,['People & Blogs'],114,UC2mcPN2YDX31oaLnfZScx_g,UNK,MSA,Both,7.946666666666666
OZQefMENos0,['Education'],666,UC1mYvNq891l1cgk2JmJgsSw,KW,Jordan,Female,460.9066666666664
sRTBczRLk54,['People & Blogs'],680,UCEP0yHA8exEMtY7f_GtYfAA,CA,Jordan,Male,588.8755555555556
m-3BhG_7oGA,['People & Blogs'],139,UCkt2A4st8CZl8ZHgDRCvNmQ,JO,MSA,Female,79.50222222222223
BpZTK3c6X5M,['Travel & Events'],652,UCWtynW4Z6-1_nlI9xK4iVaw,DE,Iraq,Both,393.46311111111123
sMZ48Jb_Fy0,['People & Blogs'],147,UCZP7UtnnZxZ8r85CXH-iUsQ,KW,Kuwait,Female,42.062222222222225
3aPw-eXWLCQ,['Entertainment'],387,UCCD9PWiI2XMHECQxNuSSk6Q,SA,MSA,Male,343.60888888888877
GgUEYj2zlgg,['People & Blogs'],344,UCNNJ9XBAqm9_ZXTazI3dWGg,EG,Egypt,Male,194.06222222222215
Ydy68rHm-Vw,['People & Blogs'],79,UCHWFYzS1mydWw8VFSOETL4Q,TN,Tunisia,Male,67.14666666666666
OLZLWD14OYE,['Entertainment'],106,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Female,60.337777777777774
BB36HBGJ8OI,['Education'],676,UCs6snOU_JwVCwZpMh-quGww,PS,MSA,Male,498.3635555555555
gk1sFltCR9o,['Education'],142,UCx9X-PL8pDFIzUFu5EAXAqw,UNK,MSA,Male,87.80444444444441
gWe0-2PilGU,['Entertainment'],407,UCYJye5D4xXhDptsbxc7-mBQ,SA,Sudan,Male,298.0933333333333
ZXaAEKUkDek,['Education'],2498,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,2205.688888888894
OWyvoumtAik,['Education'],317,UCx9X-PL8pDFIzUFu5EAXAqw,UNK,MSA,Male,218.43555555555562
cAeCysBTc0A,['Howto & Style'],232,UCCqE1kzyVFCOkHcnECTtWbA,JO,Jordan,Male,164.85333333333332
nQsgnPy95Ss,['Education'],1667,UC7naRnmAOTwDPu738W2SljQ,TR,Syria,Male,1399.7333333333324
SLLXfzs5BPE,['Film & Animation'],198,UCGULBztaJhfSOdDPQnUKnzw,TN,MSA,Female,157.9022222222222
oCrVF8k3H8A,['People & Blogs'],195,UCQ2uKU4G9cIAD8REDoauxNw,UNK,MSA,Male,93.39555555555555
dJ_5YY2Te74,['Entertainment'],109,UCXqghIlkDnDwyucJe7gJ-Ug,MA,MSA,Female,71.43111111111111
DHrUPfPfA44,['People & Blogs'],73,UCYxgB9psPbUBKpP4yJWTiqQ,SA,Saudi Arabia,Male,20.746666666666673
Nv_qw5bJQEk,['Entertainment'],213,UC-4KnPMmZzwAzW7SbVATUZQ,UNK,Multiple,Female,92.97777777777776
yvWuCyde4yw,['People & Blogs'],648,UCK7A46PGMtm3pGnveDRW72w,SA,MSA,Male,549.712
3X3PR4ebMwY,['People & Blogs'],245,UCNzNlfxNCVaZUmRFIPL0XEg,TN,MSA,Male,207.34222222222232
ywP9Y-T7sSM,['Entertainment'],104,UCezzgfySwb2mDAQn8OakGSg,LB,Lebanon,Female,80.86666666666667
